Hannibal,-246,-183,around 246 ago@183 years ago
Battle of Zama,-202,-202,202 years ago
Scipio,-235,-183,before 235 years ago 183
Sicilian slave insurgency,-135,-132,before 135 years ago in 132
Reform of the Grax brothers,-163,-121,the previous 163 years@133 years ago@153 years ago@121 years
Marius,-157,-86,around 157 years ago@86 years ago
Alliance City War,-91,-88,before 91 years@88 years ago
Sura,-138,-78,the previous 138 years ago 78 years
Spartacus revolt,-73,-71,73 years ago@71 years ago
Pompey,-106,-48,around 106th ago@48 years ago
Classe,-114,-53,before 114 <Previous 53 years
Caesar,-100,-44,around 100 years ago@44 years ago
Caesar,-100,-44,around 100 years ago@44 years ago
1st Triple-headed politics,-60,-60,60 years ago
Gallia expedition,-58,-51,previous 58 years ago 51 years
Bluetus,-85,-42,85 years ago@42 years ago
The second round of three-pronged politics,-43,-43,43 years ago
Antonius,-82,-30,before 82 years ago 30 years
Octavianus,-63,214,the previous 63 years@14 years
Octavian,-63,214,the previous 63 years@14 years
Lepidus,-13,-13,the previous 13
Cleopatra,-69,-30,before 69 years ago 30 years
Battle of Actium,-31,-31,31 years ago
Karakara,211,217,211 years@217
Maximus,235,238,235@238
Constantine,306,337,306@337
Christian official recognition,313,313,313 years
Theodosius,379,395,379@395
East Roman Empire,395,1453,395@1453
Western Roman Empire,395,476,395@476
Odoquel,434,493,around 434@493
Vergilian,-70,-19,70 years ago@19 years ago
Vergilius,-70,-19,70 years ago@19 years ago
Horatius,-65,-8,65 years ago@8 years ago
Ovid,-43,417,43 years ago@17
Ovidius,-43,417,43 years ago@17
Cicero,-106,-43,the previous 106 years@43 years ago
Seneca,-4,465,4 years ago@65 years
Epitectus,135,455,around 1985@135
Protinos,205,269,around 205@269
Polybios,-201,-120,around 201 circa 120 years ago
Livius,-59,217,59 years ago@17 years
Livyus,-59,217,59 years ago@17 years
Takitus,around 120,255,55 around the year 120
Plutarchus,120,146,around 46
Strabong,-64,121,the previous 64 years@21
Pliny,123,179,23 years@79 years
Galengos,131,201,131 years@201
Justinian,483,565,483@565
Tryponian,546,546,546
Hasmon Morning,-166,-63,166 years ago@63 years ago
Jesus,-7,530,7 years ago@4 years ago around 30@30
Peter,564,564,64
Paul,560,560,60 years
Persecution of Nero,564,564,64
Empress Diocletian's persecution,303,303,303
Milan Revolution,313,313,313
Council of Nicene,325,325,325
Athanasius,295,373,around 295@373 years
Arius,250,336,around 250 years@336 years
Eusebius,260,339,around 260@339
Theodosius,379,395,379@395
Augustine,354,430,354@430
Council of Ephesus,431,431,431
Council of Chalcedon,451,451,451
Indus civilization,-2300,-1800,around 2300 before the year before 1800
Veda era,-1200,-600,around 1200 before the year before 600
Nanda morning,-351,-301,the last half of the 4th century ago
Maurya morning,-317,-180,before the year 317@around 180 years ago
Saturday morning,-1,300,previous 1 year@3 rd century
Anddra morning,-1,300,the previous 1 year@3 rd century
Bactria,-255,-139,before 255@previous 139 years
Kushana morning,201,401,1 year@3rd century
Na Girl Jonah,201,402,2 years@3rd century
Tatsuki,201,402,2 years@3 rd century
Gupta morning,around 320,550,around 320 years around 550
Law,337,422,around 337@422
Carriddasa,401,500,5th century
Vaticarta morning,250,600 Late 3rd century BC 6th century
Gen Xu,602,664,602@664
Yoshiki,635,713,635@713
Para morning,around 750,1155,around 750 years@1155
Rajputo era,1108,1300,8 years@13th century
Prati Hara kingdom,800,1019,around the year 800@1019
Cha Ha Mana Kingdom,970,1192,late 10th century@1192
Pardiya morning,-300,1400,around the 3 rd century BC@14 th century
Pallava morning,250,900 Late 3rd century late at the end of the 9th century
Charwa Khaya,501,800,6th century@8th century
Chora Morning,-300,1300,the 3rd century before the 13th century
Sinhala Kingdom,-500,1815,around the fifth century BC 1815
Sinhari Kingdom,-500,1815,around the 5th century BC@1815
Dover Lavatie,701,1806,6 years@around the 8th century
Pegou,801,900 in the 9th century
Pew,701,800 in the 8th century
驃,701,800 in the 8th century
Pagan morning,1044,1299,1044@1299
Ookoshi,1009,1225,1009@1225
Daibeto,1009,1225,1009@1225
Champers,170,1700 The end of the second century@17th century
Shin,1206,1500,6 years@15th century
Angkor morning,802,1432,around 1972@1432
Sully Vijaya,1301,1407,7 years@14th century
Kudiri,928,1222,928@1222
Yin,-1600,-1001,around the 16th century before the eleventh century
Zhou,-1100,-256,the 11th century before the previous 256 years
West Zone,-1100,-770,11th century ago@770 years ago
Muko,-1100,-1001,11th century ago
Spring fall / Sengoku period,-770,-221,before 770 years ago 221 years
Toho,-770,-249,770 years ago@256 years ago@249 years ago
Spring and Autumn Era,-770,-403,before 770 years ago 403 years
Warring States Period,-403,-221,403 years ago@221 years ago
Qi,-386,-221,previous 386@221 years ago
Chu,-223,-223,223 years ago
Tsubame,-222,-222,222 years ago
Korea,-403,-230,before 403 years ago 230 years
Wei,-403,-225,the previous 403 years ago 225 years
Zhao,-403,-222,the previous 403 years ago 222 years
Qin,-800,-206,the previous 8th century@206 years ago
Confucius,-551,-479,around 551 ago@479 years ago
Mencius,-372,-289,around 372 around the year before 289
荀 子,-298,-235,around 298 before the year before 235
Inko,-480,-390,around 480 before the year before 390
Roko,-400,-301,around the 4th century before
Commerce,-338,-338,338 years ago
Han Ho,-233,-233,233 years ago
Li Xi,-208,-208,the previous 208 years
Zhenfeng,-305,-240,before 305@240 years ago
Wu,-440,-381,around 440 before the year before 381
Wu Jing,-440,-381,around 440 before the year before 381
Grand Dragon,-400,-201,the 4th century before the 3rd century BC
Su Suin,-317,-317,317 years ago
Zhang Yi,-310,-310,310 years ago
Kihara,-340,-278,before 340@278 years ago
Qin,-800,-206,the previous 8th century@206 years ago
Crown Emperor,-259,-210,259 years ago@210 years ago
Qin Qing government,-259,-210,before 259 years ago 210 years
Li Xi,-208,-208,the previous 208 years
Chen Wins · Wuhuahuan turbulence,-209,-208,the previous 209@208 years
February,-232,-202,previous 232 years ago 202
Liu Jun,-247,-195,before 247 years ago 195
Han,-202,220,previous 202 years@220 years
Han Han,-202,208,the previous 202 years@8 years
Chao Chao's Ran,-154,-154,154 years ago
Wuhi,-159,-87,159 years ago@87 years ago
Hyundai,-106,-106,the previous 106 years
Shiga disease,-140,-117,around 140 years ago@117 years ago
Zhang Xi,-114,-114,the previous 114 years
Lee Yi-Ri,-90,-90,90 years ago
Minamikoshi,-203,-111,203 years ago@111 years
Mr. Mr. Chosun,-190,-108,before 190 years@108 years ago
Maki-gun,-108,313,108 years ago@313
Shinya-gun,-108,-82,108 years ago@82 years ago
Xingtun County,-108,-82,108 years ago@82 years ago
Xuan County,-108,400,the previous 108th@4th century
Wang,-45,323,45 years ago@23 years
New,308,323,8 years@23 years
Red-eyebrows,318,327,18 years@27 years
Later Han,220,325,25 years@220 years
Liu Xiu,-6,257,the previous 6 years@57 years
Emperor Gwang,-6,257,the previous 6 years@57 years
Significant sister rebellion,240,243,40 years@43 years
Ming dynasty,228,275,28 years@75 years
Ultraman,102,232,32 years@102
Prohibition of party labor,166,169,166@169
Yellow width turbulence,184,184,184
Zhang Huang,184,184,184
Tung Duong,-176,-104,around 176 before the year 104
Liu Ying,-77,-6,77 years ago@6 years ago
Zheng Xuan,127,200,127 years@200 years
Shima Dynasty,-145,-86,around 145 a year ago around the year 86
Bushi,232,292,32 years@92
Zhang Jian,139,278,78 years@139 years
Cai Lun,121,121,around 121
Teotihuacan civilization,-2,600,the previous 2 years@6 th century
Torteka civilization,106,1000,6 years@10th century
Nazca civilization,101,800,1 year@8 th century
Tiawanaco civilization,101,1200,1 year@12th century
Chimoo Empire,112,1500,12 years@15th century
Inca Empire,1200,1533,around 1200@1533
Inca civilization,1200,1533,around 1200@1533
Wei Jin North and South Morning,220,589,220 years@589
Three Kingdoms era,220,280,220 years@280 years
Cao,155,220,155@220 years
Battle of Red Wall,208,208,208
Cao,187,226,187@226
Civilization,187,226,187@226
Wei,220,265,220 years@265 years
Liu Bei,161,223,161 year@223
Shu,221,263,221@263
Zhang Liang,181,234,181@234
Komei,181,234,181@234
Sun Kingdom,182,252,182@252
吳,222,280,222@280
Simaitis,236,290,236@290 years
Wuhi,236,290,236@290 years
Jin,265,316,265@316
Xi Jin,265,316,265@316
Hachioji Ran,290,306,290@306
Liu Yu,310,310,310
Yongja's Ran,311,316,311@316
Shiba,276,322,276@322
East Jin,317,420,317 years@420
Zhu 16 countries,304,439,304 years@439 years
Former Hata,351,394,351@394
Northern and Morning era,401,589,439 Early fifth century@589
South Morning,420,589,420@589
Song,420,479,420@479
Liu Hiroshi,356,422,356@422
Qi,479,502,479@502
Liang,502,557,502@557
Chen,557,589,557@589
North North,439,581,439@581
North Wei,386,534,386@534
Heavy Emperor,408,452,408@452
Takanori,467,499,467@499
East Wei,534,550,534@550
Xi Wei,535,556,535@556
Kita-kai,550,577,550@577
Northern Zhou,556,581,556@581
Zhenjiang,210,263,210 years@263 years
嵆 康,223,262,223 years@262 years
Ceramics,365,427,around 365@427
Kaifeng Myeong,365,427,around 365@427
Xie Xin,385,433,385 years@433 years
Akuta Akira,501,531,501@531
Adachi,344,405,around 344@around 405
Wang Yongyu,307,365,around 307@365
Yuan Road,527,527,527
French figures,348,348,348
Buditinga,348,348,348
Dove Mr. Rika,344,413,344@413
Kumaraszva,344,413,344@413
Donan,314,385,314 years@385
Heavy,334,417,334@416@417
Law,337,422,around 337@422
寇 之 之,363,448,363 years@448 years
Husband Yo,-100,494,1st century before the year 494
Buyeo,-100,494,the previous century@494
Goguryeo,-100,668,around the 1st century before the previous year 668
Widespani king,374,412,374@412
Kota Ou,374,412,374@412
Otsukata-gun,204,313,around 2043@313
Three Kingdoms era,304,700,4 years@7 th century
During the Korean Three Kingdoms era,304,700,4 years@7 th century
Shilla,301,935 Fourth century@935
Baekje,301,660 Fourth century@660
Nuna,350,562 late fourth century@562
Yamato administration,301,700 around the 4th century@7th century
Yamato administration,301,700 around the 4th century@7 th century
Sui,581,618,581@618
Yang Kang,541,604,541@604
Civilization,541,604,541@604
Flexibly,501,605,5 years@6 th century
Thats that,552,744,552@744
Emperor,569,618,569@618
Tang,618,907,618@907
Lee Yong,565,635,565@635
High-ranking,565,635,565@635
Taejong,598,649,598@649
Lee People,598,649,598@649
Higashinchi,583,744,583@744
Judge of pessimism,627,649,627@649
Kojong,628,683,628@683
West Bank,583,700,583@around the end of the 7th century
Law after Tenmu,624,705,624@628@705
Zhou,690,705,690@705
Nakamune,656,710,656@710
Fortitude,710,710,710
Genkyo,685,762,685@762
Kuon Genji,713,741,713@741
Battle of the River Thalas,751,751,751
Takasen grass,755,755,755
Yang Qin,719,756,719@756
Anshi no Ran,755,763,755@763
Ankuyama,705,757,705@757
Historical thought,761,761,761
Uyghur,744,840,744@840
Tamaki,744,840,744@840
Yang's disease,727,781,727@781
Wang Senja,878,878,878
Zelkova,884,884,884
Yellow Man's Ran,875,884,875@884
Zhu Tadashi,852,912,852@912
Wang Fu,701,761,around 701@761
Li Bai,701,762,701@762
Du Fu,712,770,712 years@770
White living,772,846,772@846
Hakuakuten,772,846,772@846
Han Yu,768,824,768@824
Han Hyeon,768,824,768@824
Yanagi Munemoto,773,819,773@819
Yashito,673,673,673
Kure Road,701,800 around the 8th century
Lecture Notes,651,718,around the year 651@718
Yuan Yu,557,641,557@641
Shaansei,558,638,558@638
Mr. Ryokuto,596,658,596@658
Face Shin,709,786,709@786
Piercing,574,648,574@648
Facial masters old,581,645,581@645 years
Gen Xu,602,664,602@664
Mr. Sanzo,602,664,602@664
Yoshiki,635,713,635@713
Abe Nakaro,698,770,around the year 698@770
Yutsui Valley,601,704,4 years@7 th century
Voter,707,900,7 years@9 th century
Sonchen-Gumpo,649,649,649
Minami Official,902,902,902
Dali,937,1254,937@1254
Champers,170,1700 The end of the second century@17th century
Lin-eup,170,1700 The end of the second century@17th century
Shree Vijaya,1207,1400,7 years@14th century
Murasu Buddha death,1207,1400,7 years@14th century
Goguryeo,-100,668,around the 1st century before the previous year 668
Daisukei,719,719,719
Balhae Country,698,926,698@926
Shilla,301,935 Fourth century@935
Baekje,301,660 Fourth century@660
Prince Shotoku,574,622,574@622
Battle of the Shiramura River,663,663,663
Nara period,710,784,710 year@784
Five generations,907,960,907 years@960
Five generations,ten countries,907,979,907@979
Zhu Tadashi,852,912,852@912
Rear Beam,907,923,907@923
After Tang,923,936,923@936
Shin Jin,936,946,936@946
Later Han,947,950,947@950
Late Zhou,951,960,951@960
Song,960,1279,960@1279
Northern Song,960,1127,960@1127
Zhao Zheng,927,976,927@976
Taicang,927,976,927@976
Taejong,939,997,939@997
About the sum of the Keio calendar,1044,1044,1044
Kamimune,1048,1085,1048@1985
Wang Xiaochuan,1021,1086,1021@86
Shiba Hikaru,1019,1086,1019@86 years
Huijong,1082,1135,1082@1135
Kinshū,1100,1161,1100@61 years
Yasutoya's change,1126,1127,1126@27 years
South Song,1127,1279,1127@1279
Kojong,1107,1187,1107@87 years
Yutte Fei,1103,1141,1103@41 years
Qin Hin,1090,1155,1090@1155
Zhou Dynasty,1017,1073,1017@73 years
顥,1032,1085,1032 years@1985
Summer,1033,1107,1033@1107
Zhu Shi,1130,1200,1130@1200
Shuzo,1130,1200,1130@1200
Lu Ju,1139,1192,1139@92 years
Mt. Rikuzo,1139,1192,1139@92
Shiba Hikaru,1019,1086,1019@86 years
Ouyang Dynasty,1007,1072,1007@72 years
Su Suk,1009,1066,1009 years@66 years
Suzumi,1036,1101,1036@1101
Su Dongpo,1036,1101,1036@1101
Suk Rut,1039,1112,1039@1112
Samgang,1019,1083,1019@83
Lee Kyorin,1106,1106,1106
Rice Yu,1051,1107,1051@1107
Liao,916,1125,916@1125
Wahia Abe Machine,872,926,872@926
Taejon,872,926,872@926
Taejong,902,947,902@947
Zhao Xiaonbao,902,947,902@947
Yushin district,1004,1004,1004
Seikyo,971,1031,971@1031
Araya Oishi,1143,1143,1143
West Liao,1132,1211,1132@1211
Kara = Ki Tai,1132,1211,1132@1211
Lee Yuan Hao,1003,1048,1003 years@48 years
Xi Xia,1038,1227,1038@1227
Final perfection,1068,1123,1068@1123
Taejon,1068,1123,1068@1123
Fri,1115,1234,1115@1234
Wang Tianyang,1113,1170,1113 years@70 years
Yi Dynasty,1009,1225,1009@1225
Ookoshi,1009,1225,1009@1225
Chen Dynasty,1225,1400,1225@1400
Koryo,918,1392,918@1392
Wang Jian,877,943,877@943
Taejon,877,943,877@943
Heian era,794,1192,794@1192
Mr. Ping regime,1167,1183,1167@83 years
Kiyomori Sumimori,1118,1181,1118@81
Thats that,552,744,552@744
Higashinchi,583,744,583@744
West Bank,583,700,583@around the end of the 7th century
Voter,507,900,7 years@9 th century
Bactria,-255,-139,before 255@previous 139 years
Mr. Otsuki,-140,100,around 140 years ago@1st century
Battle of the River Thalas,751,751,751
Thurman morning,875,999,875@999
Kara-Han morning,901,1200,10th century@12th century
Seljuk morning,1038,1194,1038@1194
Mongol empire,1206,1271,1206@71 years
Empire of Mongolia,1206,1271,1206@71
Nyman,1201,1300,decade@13th century
Temjin,1162,1227,around 1162@1227
Genghis Khan,1162,1227,around 1162@1227
Sei Yoshida sweat,1162,1227,around 1162@1227
Taejon,1162,1227,around 1162@1227
Horasmor morning,1077,1231,1077@1231
Touui,1192,1232,1192@1232
Ogotai-Han,1186,1241,1186@1241
Taejong 矜,1186,1241,1186@1241
Batu,1207,1255,1207@55 years
Xi Xi,1236,1242,1236@42
European Expedition,1236,1242,1236@42
Battle of Waalstadt,1241,1241,1241
Battle of League Nitts,1241,1241,1241
Monke-Han,1208,1259,1208@59 years
Kenjong,1208,1259,1208@59 years
Fubirai Han,1215,1294,1215@94
Genji,1215,1294,1215@94
Hei Tengzawa,1202,1275,1202@75 years
Original,1271,1368,1271@1368
Dali,937,1254,937@1254
Mongol attack,1274,1281,1274@1281
Genji,1274,1281,1274@1281
Alibukuke,1266,1266,1266
Haidu,1301,1301,1301
Hydu's turbulence,1266,1301,1266@1301
Ogotai-Han Country,1225,1310,around 1225@1310
Chigata-Han Country,1227,1400,1227@the second half of the 14th century
Kipchak-Han County,1243,1502,1243@1502
Flag,1218,1265,1218 years@65 years
Il Han County,1258,1353,1258@1353
Rashid = Aedin,1247,1318,around 1247@1318
Racy Douddin,1247,1318,around 1247@1318
Red wine disturbance,1351,1366,1351 years@66 years
White Lionism Ran,1351,1366,1351@66 years
Plano = Carpini,1182,1252,around 1182@1252
Lubruck,1220,1293,around the year 1220@93
Marko-Polo,1254,1324,1254@1324
Monte-Corvino,1247,1328,1247@1328
Marignilli,1290,1357,around 1290@1357
Ibn = Batuta,1304,1377,1304@68 years@69 years@77 years
Passa,1235,1280,1235@39 years@80 years
Pakpa,1235,1280,1235@39 years@80 years
Guo Mamoru,1231,1316,1231@1316
Mr. Zhao Meng,1254,1322,1254@1322
Zhaoko Ko,1254,1322,1254@1322
Hwang Shiba,1269,1354,1269@1354
倪瓚,1301,1374,1301@74 years
Wu Zhen,1280,1354,1280@1354
Wang Meng,1298,1385,1298@1385
Chen Dynasty,1225,1400,1225@1400
Hu Dynasty,1400,1407,1400@2007
Sukhothai morning,1257,1500,1257@15th century
Ayutaya morning,1351,1767,1351@1767
Pagan morning,1044,1299,1044@1299
Singossari morning,1222,1292,1222@92
Majapahit kingdom,1293,1520,1293 around the year 1520
Majapit kingdom,1293,1520,1293 around the year 1520
Koryo,918,1392,918@1392
Choi,1196,1258,1196@1258
Kamakura period,1192,1333,1192@1333
Mongol attack,1202,1281,1274@1274@1281 years@1281@2 years
Genji,1202,1281,1274@1274@1281@1281@2 years
The role of Bunenaga · Hiroyasu,1202,1281,1274@1274@1281 years@1281 years@2 years
Muhammad,570,632,around 570@632
Muhammad,570,632,around 570@632
Hijra,622,622,622
Degree,622,622,622
Orthodox calif,632,661,632@661
Abu-Bakuru,573,634,around 573@634
Umaru,581,644,around 581@644
Battle of the Nichiwand,642,642,642
Usuman,656,656,656
Ally,661,661,661
Mooreya,680,680,680
Umayya,661,750,661@750
Battle between Tours and Poitiers,732,732,732
Al-Abbas,654,654,654
Abbasid morning,750,1258,750 years@1258
Battle of the River Thalas,751,751,751
Mansour,713,775,around 713 years@775
Haruhn-Alla Seed,763,809,around 763@809
Zanju's Ran,869,883,869@883
After Umayya,756,1031,756@1031
Tornean,868,905,868@905
Safar morning,867,903,867@903
Thurman morning,875,999,875@999
Idris Eight,789,926,789@926
Fatimid Morning,909,1171,909@1171
BWIFF Morning,932,1062,932@1062
Seljuk morning,1038,1194,1038@1194
Tugrill = Baek,993,1063,around 1993@1063
Nizzarm = Almurk,1017,1092,around 1997@92
Battle of Munich Refuge,1071,1071,1071
Room = Seljuk,1077,1308,1077@1308
Horasmor morning,1077,1231,1077@1231
Horasm-Shah morning,1077,1231,1077@1231
Zungi Morning,1127,1222,1127@1222
Kara-Han morning,901,1200,10th century@12th century
Flag,1218,1265,1218 years@65 years
Il Han County,1258,1353,1258@1353
Kipchak-Han County,1243,1502,1243@1502
Saladin,1138,1193,1138@93 years@1169@93
Salahu Affine,1138,1193,1138@93 years@1169@93
Ayyub Morning,1169,1250,1169@1250
Mamluku,1250,1517,1250@1517
Mura Bito morning,1056,1147,1056@1147
Muwahid morning,1130,1269,1130@1269
Nasrus morning,1232,1492,1232@1492
Land recovery movement,718,1492,718@1492
Reconquista,718,1492,718@1492
Ghana morning,962,1186,962@1186
Goal morning,1148,1215,around 1148@1215
Aibaku,1210,1210,1210
Delhi-Sultan Morning,1206,1526,1206@1526
Slave Dynasties,1206,1290,1206@90
Haruji morning,1290,1320,1290@1320
Tugluq morning,1320,1414,1320@1414
Saide morning,1414,1451,1414@51 years
Roddy Morning,1451,1526,1451@1526
Bahu Morning,1347,1527,1347@1527
Melaka Kingdom,1370,1511,around the end of the 14th century@1511
Kingdom of Melaka,1370,1511,around the end of the 14th century@1511
Kingdom of Aceh,1470,1930,the end of the 15 th century@early 20 th century
Mataram Kingdom,1570,1755,at the end of the 16th century@1755
Kingdom of Banten,1527,1813,around 1527@1813
Kingdom of Kush,-920,350,before around 920@350
Meroe Kingdom,-670,350,about 670 ago around the year 350
Aksum Kingdom,-200,900,around the 2nd century BC@9th century@6 th century
Ethiopian Kingdom,-200,900,around the 2 nd century BC (9 th century) around the 6 th century
Kingdom of Ghana,601,1300 Around the 7th century@13th century
Mali Kingdom,1240,1473,1240@1473
Songhai Kingdom,1464,1591,1464@1591
Monomotapa Kingdom,1511,1900,11th@19th century
Battle of the River Thalas,751,751,751
Jahhez,868,868,868
Tabari,839,923,839@923
Gathering,1058,1111,1058@1111
Ibn Khardon,1332,1406,1332@1406
Ibn Hasm,994,1064,994@1064
Ibn-Rushed,1126,1198,1126@98
Avelloes,1126,1198,1126@98
Ibn = Batuta,1304,1377,1304@68 years@69 years@77 years
Furu Rismy,780,850,780 year@850
Ibn-Sinaer,980,1037,980@1037
Avi Kenna,980,1037,980@1037
Phil de Sea,940,1025,around 940@1025
Umar-Hayam,1048,1131,1048@1131
Omar Khayam,1048,1131,1048@1131
Rashid = Aedin,1247,1318,around 1247@1318
Racy Douddin,1247,1318,around 1247@1318
Attila,406,453,around 406@453
Battle of Catalyounum,451,451,451
Odoquel,434,493,around 434@493
Ruin of the West Roman Empire,476,476,476
Theodoric,454,526,454@526
Theodoric the Great,454,526,454@526
East Gothic Kingdom,493,555,493@555
Vandal Kingdom,429,534,429@534
Araric,370,410,around 370@410 years
West Goat Kingdom,418,711,418@711
Kingdom Kingdom,443,534,443@534
Kingdom of Languobold,568,774,568@774
Seven Kingdom,449,829,449@829
Heptokie,449,829,449@829
Egbert,775,839,around 775@839
Egberto,775,839,around 775@839
Meroving morning,481,751,481@751
Clovis,465,511,465@511
Conversion of Clovis,496,496,496
Battle between Tours and Poitiers,732,732,732
Carl-Martel,689,741,689@741
Pipin,714,768,714@768
Pippin III,714,768,714@768
Caroling morning,751,987,751@987
Carl the Great,742,814,742@814
Charlemagne,742,814,742@814
Leo III,816,816,816
Crowning of Carl,800,800,800
Verdan Convention,843,843,843
Mersen Treaty,870,870,870
Eastern Frank Kingdom,843,911,843@911
Heinrich I,876,936,876@936
Otto I,912,973,912 years@973
Holy Roman empire,962,1806,962@1806
Battle of Lechfer,955,955,955
West Frank Kingdom,843,987,843 years@987
Yug-Capet,938,996,around 938@996
Capette morning,987,1328,987@1328
Rülyk,879,879,879
Lulic,879,879,879
Rollo,860,933,around 860@933
Alfred the Great,848,899,around 848@899
Knut,103,995,around 1995@103
Kanut,103,995,around 1995@103
William Normandy,1027,1087,around the year 1077@87
Battle of Hastings,1066,1066,1066
Norman conquest,1066,1066,1066
Norman = Conquest,1066,1066,1066
Norman morning,1066,1154,1066@1154
Ruggero II,1095,1154,1095@1154
Both Sicilian kingdoms,1130,1860,1130@1860
Benedictus,480,543,around 480@543
Gregory I,540,604,around 540@604
Dominico,1170,1221,around 1170@1221
Dominicus,1170,1221,around 1170@1221
Gregory VII,1020,1085,around 1985@85
Heinrich IV,1050,1106,1050@1106
Humiliation of Canosa,1077,1077,1077
Worms Agreement,1122,1122,1122
Innocentius III,1160,1216,around 1160@1216
Byzantine Empire,395,1453,395@1453
Justinian,483,565,483@565
Justinian the Great,483,565,483@565
Tryponian,546,546,546
Heracryios I,575,641,around 575@641
Leon III,675,741,around the year 675@741
Leo III,675,741,around the year 675@741
Statement ban,726,726,726
Macedonian morning,867,1057,867@1057
The 4th Crusade,1202,1204,1202,2004
Latin Empire,1204,1261,1204@61 years
Ottoman Empire,1299,1922,1299@1922
Yake Wo Morning,1386,1572,1386@1572
Jagueroau morning,1386,1572,1386@1572
Cullurros,826,869,around 866@869
Kipchak-Han County,1243,1502,1243@1502
Ivan III,1440,1505,1440@1505
Ivan IV,1530,1584,1530@84 years
Seljuk morning,1038,1194,1038@1194
